customer_id,customer_gender,customer_age,customer_education,kids_home,teens_home,latitude,longitude,customer_loyalty,typical_hour,distinct_stores_visited,total_distinct_products,percentage_of_products_bought_promotion,number_complaints,spend_groceries,spend_electronics,spend_vegetables,spend_nonalcohol_drinks,spend_alcohol_drinks,spend_meat,spend_fish,spend_hygiene,spend_videogames,percentage_spend_groceries,percentage_spend_electronics,percentage_spend_vegetables,percentage_spend_nonalcohol_drinks,percentage_spend_alcohol_drinks,percentage_spend_meat,percentage_spend_fish,percentage_spend_hygiene,percentage_spend_videogames,cluster_ward2,cluster_st_ward3
77,0,58,3,1,0,38.754450111046,-9.17572437326522,1,16,2,7,0.1131482658891945,0,230,197,260,345,252,51,68,57,199,0.1386377335744424,0.1187462326702833,0.1567209162145871,0.2079566003616636,0.1518987341772152,0.0307414104882459,0.0409885473176612,0.0343580470162748,0.1199517781796262,0,1
97,1,79,1,0,1,38.72253766372685,-9.137253255988805,1,13,3,108,0.0943602828561563,1,393,843,336,147,415,188,4,51,202,0.1523846452113222,0.3268708801861186,0.130283055447848,0.0569988367584335,0.1609150833656456,0.0728964715005816,0.0015509887553315,0.0197751066304769,0.0783249321442419,0,1
108,1,74,2,1,0,38.736445015523245,-9.16752180262124,1,18,1,10,0.0960276205857962,0,799,378,312,197,252,236,267,49,198,0.2972470238095238,0.140625,0.1160714285714285,0.0732886904761904,0.09375,0.087797619047619,0.0993303571428571,0.0182291666666666,0.0736607142857142,0,1
121,0,59,1,0,0,38.74111076319761,-9.139477144450638,1,13,2,62,0.0838047332300782,1,1256,357,265,201,282,270,246,52,200,0.4014062000639182,0.1140939597315436,0.0846915947587088,0.0642377756471716,0.0901246404602109,0.0862895493767977,0.0786193672099712,0.016618728028124,0.0639181847235538,0,1
142,0,45,1,1,2,38.718520018636426,-9.193303163004485,1,23,2,112,0.0857478433460788,0,937,243,161,430,419,214,80,57,209,0.3407272727272727,0.0883636363636363,0.0585454545454545,0.1563636363636363,0.1523636363636363,0.0778181818181818,0.029090909090909,0.0207272727272727,0.076,0,1
150,0,56,3,1,1,38.71254462155118,-9.135958403512012,1,17,2,54,0.1051432180299066,0,1415,1637,255,535,444,270,3,51,196,0.2944236371202663,0.340615896795672,0.0530586766541822,0.1113191843528922,0.0923845193508114,0.0561797752808988,0.0006242197253433,0.0106117353308364,0.0407823553890969,0,1
162,1,51,1,0,0,38.723845289687205,-9.190924755140015,1,9,2,82,0.0967835617712729,1,458,643,195,46,488,223,110,50,199,0.1898839137645107,0.2665837479270315,0.0808457711442786,0.0190713101160862,0.2023217247097844,0.0924543946932006,0.0456053067993366,0.0207296849087893,0.0825041459369817,0,1
168,0,28,3,1,0,38.77909013479898,-9.187810283727156,1,18,2,11,0.1295341852490502,0,510,147,354,302,339,50,232,49,201,0.2335164835164835,0.0673076923076923,0.1620879120879121,0.1382783882783883,0.1552197802197802,0.0228937728937728,0.1062271062271062,0.0224358974358974,0.092032967032967,0,1
201,1,80,1,1,0,38.77470418962309,-9.1198771016108,1,17,2,76,0.0676940158160231,1,97,1122,381,394,241,118,205,50,198,0.0345687811831789,0.3998574483250178,0.1357804704205274,0.1404133998574483,0.085887384176764,0.0420527441197434,0.0730577334283677,0.0178189593727726,0.0705630791161796,0,1
202,0,49,3,1,0,38.74289708937437,-9.179267931889449,1,11,3,54,0.1135632662799325,0,210,950,271,378,367,108,201,57,206,0.0764192139737991,0.3457059679767103,0.0986171761280931,0.1375545851528384,0.133551673944687,0.0393013100436681,0.0731441048034934,0.0207423580786026,0.0749636098981077,0,1
203,0,48,3,1,0,38.73900382670677,-9.13698797269604,1,20,2,199,0.1041725965844132,0,7,496,212,310,248,329,105,47,204,0.0035750766087844,0.2533197139938713,0.1082737487231869,0.1583248212461695,0.1266598569969356,0.1680286006128702,0.0536261491317671,0.0240040858018386,0.1041879468845761,0,1
205,0,81,3,0,0,38.71443697184977,-9.185759208598109,1,8,3,68,0.0999055969355144,1,205,632,371,336,343,176,265,49,204,0.0794265788454087,0.244866330879504,0.1437427353738861,0.1301820999612553,0.1328942270437814,0.0681906237892289,0.1026733824099186,0.018984889577683,0.0790391321193336,0,1
216,1,31,1,0,0,38.735361202506034,-9.171546222929411,1,23,2,47,0.1008749783383026,1,734,362,241,281,216,319,69,49,197,0.2974068071312803,0.146677471636953,0.0976499189627228,0.1138573743922204,0.0875202593192868,0.1292544570502431,0.0279578606158833,0.0198541329011345,0.0798217179902755,0,1
222,1,44,3,0,0,38.71749831716013,-9.187252281554146,1,10,2,47,0.1300474848256479,1,234,237,264,194,121,214,204,53,203,0.1357308584686775,0.1374709976798143,0.1531322505800464,0.1125290023201856,0.0701856148491879,0.1241299303944315,0.1183294663573085,0.0307424593967517,0.1177494199535963,0,1
232,0,78,3,1,1,38.7797800791756,-9.135309042749563,1,18,2,106,0.1031499870358006,1,74,842,386,108,529,111,252,49,197,0.0290423861852433,0.3304552590266876,0.15149136577708,0.0423861852433281,0.2076138147566719,0.0435635792778649,0.0989010989010989,0.0192307692307692,0.0773155416012559,0,1
244,1,23,3,1,1,38.7506702723994,-9.133908752237463,1,18,2,103,0.1055300712478218,1,1169,695,339,254,269,175,140,51,209,0.3541351105725537,0.2105422599212359,0.1026961526810057,0.0769463798848833,0.0814904574371402,0.0530142381096637,0.0424113904877309,0.0154498636776734,0.0633141472281127,0,1
248,0,53,1,1,1,38.77424560228136,-9.190077298415,1,0,2,109,0.0934441410913401,1,379,207,299,202,364,276,204,55,203,0.1731384193695751,0.0945637277295568,0.1365920511649155,0.0922795797167656,0.1662859753312014,0.1260849703060758,0.0931932389218821,0.0251256281407035,0.0927364093193238,0,1
255,0,81,2,0,0,38.75192048553351,-9.148337977108936,1,8,1,71,0.1052148598816185,0,1348,313,302,245,262,321,33,51,195,0.4390879478827361,0.1019543973941368,0.098371335504886,0.0798045602605863,0.0853420195439739,0.1045602605863192,0.0107491856677524,0.0166123778501628,0.0635179153094462,0,1
263,1,30,1,1,1,38.75403500810114,-9.132257430088842,1,18,2,115,0.1235399697126498,0,1258,944,425,345,359,32,284,47,196,0.3233933161953727,0.2426735218508997,0.1092544987146529,0.0886889460154241,0.0922879177377892,0.0082262210796915,0.0730077120822622,0.0120822622107969,0.0503856041131105,0,1
285,0,61,2,1,1,38.72927304608283,-9.148394698164754,1,13,2,26,0.0820634201801849,1,202,614,260,131,413,80,93,53,197,0.0988742046010768,0.3005384238864415,0.1272638277043563,0.0641213901125795,0.202153695545766,0.0391581008321096,0.0455212922173274,0.0259422418012726,0.09642682329907,0,1
286,0,53,1,0,0,38.71315460223156,-9.15780843264057,1,13,2,28,0.0861508075976755,0,236,1303,429,207,278,183,178,49,206,0.0768980123818833,0.4245682632779406,0.1397849462365591,0.0674486803519061,0.0905832518735744,0.0596285434995112,0.0579993483219289,0.0159661127403062,0.0671228413163897,0,1
291,0,42,2,1,0,38.77194119248998,-9.1335041363655,1,13,2,98,0.0722901933585309,1,240,591,377,453,250,409,293,48,198,0.0839454354669464,0.2067156348373557,0.1318642882126617,0.1584470094438615,0.0874431619447359,0.1430570129415879,0.1024833857992305,0.0167890870933892,0.0692549842602308,0,1
296,1,26,1,0,1,38.709301313928734,-9.134995940464426,1,8,2,29,0.0774957979414303,1,342,361,164,256,278,387,223,46,201,0.1514614703277236,0.1598759964570416,0.0726306465899025,0.1133746678476528,0.1231178033658104,0.1713906111603188,0.0987599645704163,0.0203720106288751,0.0890168290522586,0,1
309,1,59,3,1,1,38.76700231890971,-9.140176825553873,1,19,2,32,0.0997033867131219,1,520,139,531,326,475,351,49,53,202,0.1965230536659108,0.0525321239606953,0.2006802721088435,0.1232048374905517,0.1795162509448223,0.1326530612244898,0.0185185185185185,0.0200302343159486,0.0763416477702191,0,1
310,0,71,1,1,1,38.72733799901502,-9.136342201932552,1,22,2,52,0.1068315254597799,1,254,618,115,281,293,73,239,52,203,0.1193609022556391,0.2904135338345864,0.0540413533834586,0.1320488721804511,0.137687969924812,0.0343045112781954,0.1123120300751879,0.0244360902255639,0.0953947368421052,0,1
313,1,57,3,0,1,38.72429765534945,-9.19009154019018,1,7,3,44,0.1039212166407921,1,966,636,441,454,340,344,256,46,206,0.2618595825426945,0.1724044456492274,0.1195445920303605,0.1230685822716183,0.0921658986175115,0.0932502033071293,0.069395500135538,0.0124695039306045,0.0558416915153158,0,1
336,1,66,1,0,1,38.72105972815773,-9.170654693142152,1,16,2,78,0.0866228703000656,0,338,550,373,238,316,198,337,50,198,0.130100076982294,0.2117013086989992,0.1435719784449576,0.0916089299461123,0.1216320246343341,0.0762124711316397,0.1297151655119322,0.0192455735180908,0.0762124711316397,0,1
340,1,77,2,1,1,38.78492836909872,-9.180886812651048,1,9,3,55,0.1000983699695879,1,509,362,92,250,431,67,186,49,197,0.2375174988334111,0.1689220718618758,0.0429304713019132,0.1166588894073728,0.2011199253383107,0.0312645823611759,0.0867942137190854,0.022865142323845,0.0919272048530098,0,1
343,1,26,3,1,1,38.72512851044568,-9.158901834431804,1,18,2,154,0.0772100120358931,1,429,221,222,371,474,160,351,51,200,0.1730536506655909,0.0891488503428802,0.0895522388059701,0.1496571198063735,0.1912061315046389,0.0645421540943929,0.1415893505445744,0.0205728116175877,0.0806776926179911,0,1
344,0,63,3,0,1,38.73663093758225,-9.145139538706417,1,14,2,20,0.0959874547106269,1,779,610,296,346,379,113,210,49,206,0.2607095046854083,0.2041499330655957,0.0990629183400267,0.1157965194109772,0.1268406961178045,0.037817938420348,0.0702811244979919,0.0163989290495314,0.0689424364123159,0,1
345,0,36,1,1,1,38.7205632804991,-9.176941572160796,1,15,2,78,0.1078189590228298,1,823,442,201,353,267,31,165,46,197,0.3259405940594059,0.175049504950495,0.0796039603960396,0.1398019801980198,0.1057425742574257,0.0122772277227722,0.0653465346534653,0.0182178217821782,0.078019801980198,0,1
399,0,52,1,1,1,38.77583906375151,-9.17026360461166,1,15,2,115,0.1167362214906773,0,192,540,149,275,409,281,160,50,202,0.0850310008857395,0.2391496899911426,0.0659875996457041,0.1217891939769707,0.1811337466784765,0.1244464127546501,0.070859167404783,0.0221434898139946,0.0894596988485385,0,1
402,0,46,2,0,0,38.76701617448223,-9.123660506593373,1,15,1,60,0.0949679795674339,1,42,323,337,355,203,30,96,48,203,0.0256566890653634,0.1973121563836286,0.205864386072083,0.2168601099572388,0.1240073304825901,0.0183262064752596,0.0586438607208307,0.0293219303604153,0.1240073304825901,0,1
423,1,71,1,1,0,38.75495374241064,-9.15677718592864,1,14,2,34,0.0708422526132185,1,852,519,581,450,302,112,245,44,198,0.2579473206176203,0.1571298819255222,0.1759006963366636,0.1362397820163488,0.0914320314865274,0.0339085679685134,0.0741749924311232,0.0133212231304874,0.0599455040871934,0,1
428,1,78,1,0,1,38.7797204984186,-9.141131933532415,1,10,2,30,0.0835868581084316,0,648,906,275,227,360,251,333,45,200,0.1996918335901386,0.2791987673343605,0.0847457627118644,0.0699537750385208,0.110939907550077,0.0773497688751926,0.1026194144838212,0.0138674884437596,0.061633281972265,0,1
444,0,64,2,1,0,38.729784897128205,-9.193780404880169,1,13,2,77,0.0904756916209345,1,1438,1820,270,217,331,161,359,53,202,0.2964337250051536,0.3751803751803751,0.0556586270871985,0.0447330447330447,0.0682333539476396,0.0331890331890331,0.0740053597196454,0.0109255823541537,0.0416408987837559,0,1
463,0,58,2,0,0,38.74960037555062,-9.150396952117951,1,11,2,17,0.0956035351602808,0,493,529,296,541,283,227,106,50,201,0.1808510638297872,0.194057226705796,0.1085840058694057,0.1984592809977989,0.1038151137197358,0.0832721936903888,0.0388848129126925,0.0183418928833455,0.0737344093910491,0,1
473,1,50,3,0,1,38.766123860575526,-9.171544588710368,1,11,1,97,0.1041395637568568,0,611,363,333,205,358,280,122,48,197,0.2427493047278506,0.1442193087008343,0.1323003575685339,0.0814461660707191,0.1422328168454509,0.11124354390147,0.0484704012713547,0.0190703218116805,0.0782677791021056,0,1
481,0,55,1,0,1,38.72557433032031,-9.147001694067637,1,18,2,147,0.0923877499731998,1,545,137,316,247,365,179,41,44,204,0.2622714148219441,0.0659287776708373,0.1520692974013474,0.1188642925890279,0.1756496631376323,0.0861405197305101,0.019730510105871,0.0211742059672762,0.0981713185755534,0,1
487,0,31,3,1,1,38.719871488829575,-9.196173039914584,1,6,2,6,0.0847740559657278,0,1798,726,409,435,275,186,306,48,202,0.4100342075256556,0.1655644241733181,0.0932725199543899,0.0992018244013683,0.0627137970353477,0.0424173318129988,0.0697833523375142,0.0109464082098061,0.0460661345496009,0,1
491,1,48,1,0,0,38.78062779419452,-9.168788264848438,1,11,2,123,0.09140227363269,1,301,358,256,372,369,171,131,50,196,0.1365698729582577,0.1624319419237749,0.1161524500907441,0.1687840290381125,0.1674228675136116,0.0775862068965517,0.0594373865698729,0.0226860254083484,0.0889292196007259,0,1
511,1,56,1,0,1,38.73536326690547,-9.173611195666403,1,15,1,5,0.1198012915514949,1,1903,287,300,436,40,257,183,57,199,0.5196613872200984,0.0783724740578918,0.0819224467504096,0.1190606226105953,0.0109229929000546,0.0701802293828509,0.0499726925177498,0.0155652648825778,0.0543418896777717,0,1
549,0,69,3,1,1,38.758314037696,-9.133243770687423,1,15,1,28,0.1055573854690118,0,44,161,321,365,236,148,162,52,204,0.0259893679858239,0.0950974601299468,0.1896042528056704,0.2155936207914943,0.1393975191966922,0.0874187832250443,0.0956881275841701,0.0307147076196101,0.1204961606615475,0,1
567,1,27,3,1,0,38.76863615013563,-9.173590264851525,1,10,2,66,0.0892737196924053,0,610,1007,340,275,307,129,255,56,202,0.191763596353348,0.3165671172587236,0.1068846274756366,0.086450801634706,0.0965105312794718,0.0405532851304621,0.0801634706067274,0.0176045268783401,0.0635020433825841,0,1
569,1,56,3,1,2,38.77203539250306,-9.12701239468552,1,18,3,52,0.1227002124964512,1,279,470,395,283,357,321,114,53,199,0.112909753136382,0.1902063941723998,0.159854309995953,0.1145285309591258,0.1444759206798866,0.1299069202751922,0.0461351679481991,0.0214488061513557,0.0805341966815054,0,1
577,1,27,1,1,1,38.77823612131679,-9.117417757445228,1,10,2,48,0.098261075116021,0,211,145,483,229,416,243,110,53,202,0.1008604206500956,0.0693116634799235,0.2308795411089866,0.1094646271510516,0.1988527724665392,0.1161567877629063,0.0525812619502868,0.0253346080305927,0.0965583173996176,0,1
584,0,44,3,1,0,38.73096176589903,-9.167739841489052,1,19,2,26,0.0774503376741889,0,971,444,227,415,372,113,138,51,199,0.3313993174061433,0.1515358361774744,0.0774744027303754,0.1416382252559727,0.1269624573378839,0.0385665529010238,0.047098976109215,0.0174061433447099,0.0679180887372013,0,1
598,1,58,2,0,1,38.71048276766875,-9.143664291068882,1,3,3,119,0.1117232937765637,0,185,83,442,247,298,170,124,49,202,0.1027777777777777,0.0461111111111111,0.2455555555555555,0.1372222222222222,0.1655555555555555,0.0944444444444444,0.0688888888888888,0.0272222222222222,0.1122222222222222,0,1
614,0,22,1,1,1,38.73751906305451,-9.118229624330052,1,9,3,121,0.0877085178966574,1,865,977,299,237,157,171,188,47,197,0.2756532823454429,0.3113448056086679,0.0952836201402167,0.0755258126195028,0.050031867431485,0.0544933078393881,0.0599107711918419,0.0149776927979604,0.0627788400254939,0,1
634,0,77,3,0,0,38.71227700288004,-9.191319899857492,1,18,2,54,0.0961473067265202,1,84,755,389,233,285,25,291,51,196,0.036379385015158,0.3269813772195756,0.1684711996535296,0.1009094846253789,0.1234300563014291,0.0108271979211779,0.1260285838025119,0.0220874837592031,0.0848852317020355,0,1
671,0,23,1,1,1,38.78340231446621,-9.189298746500516,1,3,2,87,0.1200893067555577,0,379,511,501,299,241,389,268,47,193,0.134016973125884,0.1806930693069307,0.1771570014144271,0.1057284299858557,0.0852192362093352,0.1375530410183875,0.0947666195190947,0.0166195190947666,0.0682461103253182,0,1
673,0,50,3,1,1,38.74908209155784,-9.145380932125567,1,16,2,27,0.0612393757102518,1,1280,675,344,326,267,169,132,47,201,0.3719848881139204,0.1961639058413252,0.0999709386806161,0.0947399011915141,0.077593722755013,0.049113629758791,0.038360941586748,0.013658820110433,0.058413251961639,0,1
685,0,64,2,0,1,38.78497747964504,-9.141943630808136,1,18,2,109,0.1244913364119859,0,570,870,223,303,333,183,191,55,204,0.194406548431105,0.2967257844474761,0.0760572987721691,0.1033424283765347,0.1135743519781719,0.0624147339699863,0.0651432469304229,0.0187585266030013,0.0695770804911323,0,1
694,0,49,1,0,0,38.75960624212119,-9.183819298510368,1,10,2,79,0.0907243837777688,0,1442,879,394,335,327,172,110,51,200,0.3687979539641943,0.2248081841432225,0.1007672634271099,0.0856777493606138,0.0836317135549872,0.0439897698209718,0.0281329923273657,0.0130434782608695,0.0511508951406649,0,1
742,1,72,1,0,0,38.75883872092415,-9.1682325322479,1,7,1,31,0.1014861884511995,0,37,55,225,231,449,24,98,57,198,0.0269286754002911,0.0400291120815138,0.1637554585152838,0.168122270742358,0.326783114992722,0.0174672489082969,0.0713245997088791,0.0414847161572052,0.1441048034934497,0,1
777,0,74,1,0,0,38.74278450867896,-9.179938772608915,1,4,1,34,0.1064019567821463,0,171,224,370,181,143,434,126,38,202,0.0905240868184224,0.1185812599258867,0.1958708311275807,0.0958178930651138,0.0757014293276866,0.2297511911064055,0.0667019587083112,0.0201164637374272,0.1069348861831657,0,1
789,0,25,1,0,1,38.77658069038591,-9.148121027182114,1,10,2,3,0.0853386370358671,1,243,206,468,217,267,171,133,53,202,0.1239795918367347,0.1051020408163265,0.2387755102040816,0.1107142857142857,0.1362244897959183,0.0872448979591836,0.0678571428571428,0.0270408163265306,0.1030612244897959,0,1
791,1,26,2,1,1,38.71425202521738,-9.149609156251415,1,13,2,3,0.124585593260709,0,1909,592,343,269,429,140,226,48,199,0.4594464500601685,0.1424789410348977,0.0825511432009627,0.0647412755716004,0.1032490974729241,0.0336943441636582,0.0543922984356197,0.0115523465703971,0.0478941034897713,0,1
795,1,73,1,1,1,38.7407304424141,-9.119076477896416,1,5,2,6,0.0960545883558151,1,208,15,323,237,282,166,64,53,200,0.1343669250645995,0.0096899224806201,0.208656330749354,0.1531007751937984,0.1821705426356589,0.107235142118863,0.041343669250646,0.0342377260981912,0.1291989664082687,0,1
798,0,67,3,1,0,38.72117491459575,-9.178147576653323,1,8,2,19,0.0837086605174968,1,554,341,236,360,285,218,273,45,203,0.2202783300198807,0.13558648111332,0.0938369781312127,0.1431411530815109,0.1133200795228628,0.0866799204771371,0.1085487077534791,0.0178926441351888,0.0807157057654075,0,1
827,1,64,3,1,1,38.77702564520973,-9.172789527558283,1,18,2,82,0.1153767194096996,1,1134,369,345,215,339,162,122,51,204,0.3855831349880992,0.1254675280516831,0.1173070384223053,0.0731043862631758,0.1152669160149609,0.0550833049982999,0.0414824889493369,0.0173410404624277,0.0693641618497109,0,1
831,0,38,1,0,1,38.72514066503889,-9.129922613679906,1,21,2,13,0.121712013107204,1,321,394,261,134,499,197,77,43,198,0.1511299435028248,0.1854990583804143,0.1228813559322034,0.0630885122410546,0.2349340866290019,0.0927495291902071,0.0362523540489642,0.0202448210922787,0.0932203389830508,0,1
836,0,66,1,1,0,38.75692902040128,-9.15226954955086,1,15,2,61,0.0785266764728843,1,54,521,336,192,280,254,248,45,203,0.0253164556962025,0.244256915142991,0.1575246132208157,0.090014064697609,0.1312705110173464,0.1190811064228785,0.1162681669010782,0.0210970464135021,0.0951711204875761,0,1
852,0,25,1,1,0,38.7458148324815,-9.117356376370148,1,9,2,142,0.1169425027166544,1,214,478,179,322,432,326,238,55,199,0.0875972165370446,0.1956610724519034,0.0732705689725747,0.1318051575931232,0.1768317642243143,0.1334424887433483,0.0974212034383954,0.0225133033155955,0.0814572247237003,0,1
894,1,47,2,1,0,38.75259553445798,-9.172602904946284,1,12,3,62,0.1250804881255406,1,1696,1073,59,412,402,286,153,49,196,0.3920480813684697,0.2480351363846509,0.0136384650947757,0.0952380952380952,0.0929264909847434,0.0661118816458622,0.0353675450762829,0.0113268608414239,0.0453074433656957,0,1
917,1,77,1,1,1,38.77808958066595,-9.17695675727599,1,1,3,76,0.1329119645144617,0,860,15,216,68,298,332,104,43,207,0.4013065795613625,0.0069995333644423,0.1007932804479701,0.0317312179188054,0.1390573961735884,0.1549230051329911,0.0485300979934671,0.0200653289780681,0.0965935604293047,0,1
927,0,46,2,1,1,38.70884199548088,-9.162793361161144,1,21,2,58,0.110567346172061,0,666,1830,326,389,394,355,210,47,198,0.1508493771234428,0.4144960362400906,0.0738391845979614,0.0881087202718006,0.0892412231030577,0.0804077010192525,0.0475651189127972,0.0106455266138165,0.0448471121177802,0,1
941,0,64,3,0,0,38.74688265072266,-9.192556950818622,1,21,3,234,0.0842625731783332,0,181,2056,386,255,441,213,41,59,205,0.0471722700026062,0.5358352879854053,0.1005994266353922,0.0664581704456606,0.1149335418295543,0.0555121188428459,0.0106854313265572,0.015376596299192,0.053427156632786,0,1
946,1,30,1,0,0,38.78150202081906,-9.155823211653908,1,15,2,20,0.1362682009899815,1,757,255,359,219,264,236,234,49,207,0.2934108527131783,0.0988372093023255,0.1391472868217054,0.0848837209302325,0.1023255813953488,0.0914728682170542,0.0906976744186046,0.0189922480620155,0.0802325581395348,0,1
958,0,60,3,1,0,38.770356891497535,-9.181414896010413,1,0,2,0,0.1018073114016085,0,986,1399,330,354,185,257,211,54,204,0.2477386934673366,0.3515075376884422,0.0829145728643216,0.0889447236180904,0.0464824120603015,0.064572864321608,0.0530150753768844,0.0135678391959798,0.0512562814070351,0,1
959,0,30,2,1,1,38.76709448328152,-9.183384008544234,1,17,3,2,0.1124801781620556,0,629,737,312,323,233,130,275,48,202,0.2177223952924887,0.2551055728625822,0.1079958463136033,0.1118033921772239,0.080650744202146,0.0449982692973347,0.0951886465905157,0.0166147455867082,0.069920387677397,0,1
967,1,58,2,1,1,38.7456932729183,-9.16941368350656,1,13,2,76,0.0854493908390684,0,647,434,169,397,237,77,127,46,198,0.2774442538593482,0.1861063464837049,0.0724699828473413,0.1702401372212693,0.1016295025728988,0.0330188679245283,0.054459691252144,0.0197255574614065,0.0849056603773584,0,1
975,1,53,1,0,1,38.73309866755113,-9.134514736066318,1,18,2,39,0.0862802227158684,1,531,589,420,285,181,340,228,55,199,0.1877652050919377,0.2082743988684582,0.1485148514851485,0.1007779349363507,0.064002828854314,0.1202263083451202,0.0806223479490806,0.0194483734087694,0.0703677510608203,0,1
976,1,29,1,0,0,38.726483534215646,-9.14037027799998,1,9,2,68,0.1090693699026793,1,759,69,383,440,323,366,226,55,199,0.2691489361702128,0.0244680851063829,0.1358156028368794,0.1560283687943262,0.1145390070921985,0.1297872340425531,0.0801418439716312,0.0195035460992907,0.0705673758865248,0,1
989,1,53,2,0,1,38.773588447604965,-9.146404067123717,1,15,2,106,0.0974099827786602,0,432,294,103,305,220,176,335,50,191,0.2051282051282051,0.1396011396011396,0.0489078822412155,0.1448243114909781,0.1044634377967711,0.0835707502374169,0.1590693257359924,0.023741690408357,0.090693257359924,0,1
992,0,56,1,0,0,38.77236647822681,-9.16290851038461,1,16,2,55,0.1232393562301672,0,1059,285,461,420,346,162,149,46,205,0.3380146824130227,0.0909671241621449,0.1471433131184168,0.1340568145547398,0.1104372805617618,0.0517076284711139,0.0475582508777529,0.0146824130226619,0.0654324928183849,0,1
993,0,73,2,1,0,38.73117436117977,-9.162902010716971,1,17,2,30,0.0651756228341038,1,1238,200,420,490,419,301,325,55,192,0.3401098901098901,0.0549450549450549,0.1153846153846153,0.1346153846153846,0.1151098901098901,0.0826923076923076,0.0892857142857142,0.0151098901098901,0.0527472527472527,0,1
997,1,25,2,1,1,38.72954195720217,-9.134211530949123,1,18,2,56,0.0934514373811898,1,234,984,248,352,194,234,65,49,194,0.0916209866875489,0.3852779953014879,0.0971025841816758,0.1378230227094753,0.0759592795614722,0.0916209866875489,0.0254502740798747,0.019185591229444,0.0759592795614722,0,1
999,0,34,1,0,1,38.77408281410191,-9.121784765336225,1,9,2,75,0.114002994337567,1,210,1673,436,241,331,210,194,54,195,0.059255079006772,0.4720654627539503,0.1230248306997742,0.0680022573363431,0.0933972911963882,0.059255079006772,0.0547404063205417,0.015237020316027,0.0550225733634311,0,1
