customer_id,customer_gender,customer_age,customer_education,kids_home,teens_home,latitude,longitude,customer_loyalty,typical_hour,distinct_stores_visited,total_distinct_products,percentage_of_products_bought_promotion,number_complaints,spend_groceries,spend_electronics,spend_vegetables,spend_nonalcohol_drinks,spend_alcohol_drinks,spend_meat,spend_fish,spend_hygiene,spend_videogames,percentage_spend_groceries,percentage_spend_electronics,percentage_spend_vegetables,percentage_spend_nonalcohol_drinks,percentage_spend_alcohol_drinks,percentage_spend_meat,percentage_spend_fish,percentage_spend_hygiene,percentage_spend_videogames,cluster_pc_ward8
68,1,25,1,3,2,38.7529738303223,-9.146048156117114,1,18,3,2033,0.2026428425010576,1,5066,215,564,920,603,1037,1178,335,798,0.4727510265024263,0.0200634565136244,0.0526315789473684,0.085852930197835,0.0562709966405375,0.0967711832773423,0.1099290780141844,0.0312616648002986,0.0744680851063829,2
80,0,57,2,0,0,38.77456516367977,-9.181750363663827,1,19,3,1794,0.1994229031884929,1,4973,193,666,1098,405,1190,1090,315,863,0.4607616047438154,0.0178819605299731,0.0617066617251922,0.1017326044658575,0.0375243213193736,0.1102566478272954,0.1009913833039933,0.0291855832484017,0.0799592328360974,2
100,0,65,2,2,1,38.77824956173534,-9.15229115200502,1,19,3,2001,0.1987648708809744,1,5097,208,704,798,442,1088,1079,472,1056,0.465734649122807,0.0190058479532163,0.0643274853801169,0.0729166666666666,0.0403874269005848,0.0994152046783625,0.0985928362573099,0.0431286549707602,0.0964912280701754,2
105,1,39,1,4,0,38.75321203588149,-9.111271305286508,1,23,3,1899,0.1951071242930752,1,5073,226,575,946,646,996,969,594,985,0.4607629427792915,0.0205267938237965,0.0522252497729337,0.0859218891916439,0.0586739327883742,0.0904632152588555,0.0880108991825613,0.0539509536784741,0.089464123524069,2
109,0,72,2,4,2,38.75215182360187,-9.16278744817244,1,23,4,2176,0.1986171308235519,1,4973,230,675,896,579,1199,1332,512,1006,0.4361515523592352,0.0201718996667251,0.0592001403262585,0.0785827047886335,0.0507805648131906,0.105156990001754,0.1168216102438168,0.044904402736362,0.0882301350640238,2
119,0,71,2,7,0,38.76079423184678,-9.155389795157223,1,14,3,1899,0.2119383346152039,1,5412,203,647,1025,588,970,1239,578,1053,0.4619718309859155,0.0173282116944088,0.0552283397353819,0.0874946649594537,0.050192061459667,0.0827998292787025,0.1057618437900128,0.0493384549722577,0.0898847631241997,2
122,1,38,2,1,1,38.73366186052894,-9.178044677865833,1,20,4,2146,0.1980673260784104,1,5184,211,610,925,632,1053,898,407,995,0.474942739349519,0.019331195602382,0.0558863948694457,0.0847457627118644,0.0579019697663765,0.096472743930371,0.0822721026110856,0.0372881355932203,0.0911589555657352,2
123,0,64,1,3,1,38.75106945588847,-9.09862989001063,1,21,4,2078,0.2094765776699189,1,4693,197,669,753,658,1020,1194,605,844,0.4413617981754913,0.0185272265588262,0.0629173328317502,0.0708172669989654,0.0618828176431863,0.0959277720304711,0.1122919213768456,0.0568983353710147,0.0793755290134487,2
131,0,25,2,2,1,38.75352708761034,-9.153523593018106,1,15,3,1979,0.1965081323566824,1,5264,202,490,928,356,1191,973,525,921,0.4851612903225806,0.0186175115207373,0.0451612903225806,0.0855299539170506,0.0328110599078341,0.1097695852534562,0.0896774193548387,0.0483870967741935,0.0848847926267281,2
135,1,39,1,3,3,38.75097730524215,-9.108758994098904,1,18,3,1980,0.2035365866782889,1,5195,195,644,816,541,1026,1174,602,1108,0.459693832404212,0.0172551101672418,0.0569861074241217,0.0722059994690735,0.0478718697460401,0.0907884258030262,0.1038846119812406,0.0532696221573312,0.0980444208477125,2
136,0,33,1,5,0,38.74503592226692,-9.151478380170849,1,21,3,2044,0.1999366800714191,1,5258,192,566,894,492,1023,933,467,905,0.4900279589934762,0.0178937558247903,0.052749301025163,0.0833178005591798,0.0458527493010251,0.0953401677539608,0.0869524697110904,0.0435228331780055,0.0843429636533084,2
140,0,41,3,1,3,38.74915421137322,-9.09862989001063,1,15,3,1913,0.1980328443937277,1,5243,199,520,822,511,1107,984,372,1035,0.4857778189567312,0.0184378764013712,0.0481793755211711,0.0761604743815436,0.0473455017140739,0.1025664782729546,0.091170202909293,0.0344667840266839,0.0958954878161771,2
152,0,43,1,5,2,38.73265090006749,-9.169621195543186,1,18,3,2061,0.207401665642793,1,5104,209,664,870,496,1003,1047,562,999,0.4659485119591017,0.0190797882052218,0.0606171261639583,0.0794230418112105,0.0452802629176556,0.0915647252145335,0.0955815227314223,0.0513054591929888,0.0911995618039072,2
164,0,31,3,6,2,38.75631358002001,-9.148175277845002,1,18,3,1959,0.2031541108847458,1,4882,203,701,889,556,1084,1050,589,1201,0.4376512774540564,0.0181981174361272,0.0628417749887942,0.0796952039444195,0.0498431196772747,0.0971761541909457,0.0941281936351411,0.0528014343343792,0.1076647243388615,2
175,0,46,3,2,2,38.72074242924853,-9.196639571505624,1,17,3,2105,0.1921027869012901,1,4674,177,617,764,558,1156,1017,579,886,0.4482163406214039,0.0169735327963176,0.0591676256233218,0.0732642884541618,0.0535097813578826,0.1108553893364019,0.0975258918296892,0.0555235903337169,0.0849635596471039,2
178,1,50,2,8,1,38.72465320013502,-9.167503735142455,1,16,4,2117,0.19042461081058,1,5181,187,637,874,576,1069,1088,567,1064,0.4608200658187316,0.0166325713777461,0.0566574757626967,0.0777372587387707,0.0512318776127368,0.0950813839722494,0.0967713243796139,0.0504313795250378,0.0946366628124166,2
180,0,51,3,4,0,38.74982871649837,-9.172455527796725,1,19,3,2034,0.1946361366290001,1,4923,255,748,839,563,1084,1128,685,1129,0.4335916857495155,0.0224590452703892,0.0658798661264752,0.0738946626739475,0.0495860489695261,0.0954729610709882,0.099348247313722,0.060331160824379,0.0994363220010569,2
188,1,64,1,2,1,38.750066842126486,-9.18395858108323,1,16,3,2033,0.2073760247002786,1,4919,205,536,1029,552,1114,1068,540,853,0.4547892011834319,0.0189534023668639,0.0495562130177514,0.0951368343195266,0.0510355029585798,0.1029955621301775,0.0987426035502958,0.0499260355029585,0.0788646449704142,2
190,0,52,2,6,2,38.75902359405767,-9.184156828408144,1,23,3,1968,0.1951245329021974,1,4730,184,663,886,648,1064,980,572,1025,0.4399181547619047,0.0171130952380952,0.0616629464285714,0.0824032738095238,0.0602678571428571,0.0989583333333333,0.0911458333333333,0.0531994047619047,0.0953311011904761,2
193,0,73,2,6,2,38.74713772746842,-9.153433457179569,1,23,4,2131,0.1995142350070177,1,4932,194,556,801,440,950,1113,550,856,0.4745958429561201,0.0186682063125481,0.0535026943802925,0.0770785219399538,0.0423402617397998,0.0914164742109314,0.1071016166281755,0.0529253271747498,0.0823710546574287,2
195,0,70,1,2,6,38.752350896318944,-9.16284637220625,1,12,3,2060,0.1971143098470231,1,5398,204,613,842,535,1088,988,497,934,0.4863501216325795,0.0183800342373186,0.0552302009190017,0.0758626903324623,0.0482025407694386,0.0980268492656996,0.0890170285611316,0.0447788089017028,0.0841517253806649,2
207,0,53,1,6,2,38.74007997164345,-9.16724531830596,1,18,4,1912,0.1994234615001427,1,5051,198,509,762,564,1065,1163,500,993,0.4674687644608977,0.0183248496066635,0.0471078204534937,0.0705229060620083,0.0521980564553447,0.0985654789449329,0.1076353540027764,0.0462748727440999,0.0919018972697825,2
212,0,68,1,4,3,38.74741710598983,-9.09862989001063,1,5,4,1824,0.2044332123182586,1,4802,196,662,913,395,947,1246,352,1081,0.4532754389276949,0.0185010383235793,0.062488200868416,0.0861808570889182,0.0372852558051727,0.0893902208797432,0.1176137436284689,0.0332263545403058,0.1020388899377005,2
217,1,43,2,3,0,38.76681555172164,-9.115263769964551,1,23,3,2132,0.2065234318784052,1,4898,151,447,830,520,1188,1086,474,1087,0.4585712948225821,0.0141372530661923,0.0418500140436288,0.077708079767812,0.0486845800954966,0.1112255406797116,0.1016758730455949,0.044377867240895,0.1017694972380863,2
224,1,43,3,4,2,38.73274311541149,-9.181160420317749,1,17,3,2043,0.2013270015172437,1,4985,193,599,962,421,1124,1118,531,1072,0.4529759200363471,0.0175374829622898,0.0544298046342571,0.0874148114493412,0.0382553384825079,0.1021353930031803,0.1015901862789641,0.0482507950931394,0.0974102680599727,2
253,0,59,2,2,1,38.73123218296301,-9.14581258313371,1,22,3,1980,0.197582052346352,1,5039,209,659,998,547,933,1032,535,970,0.4613623878410547,0.0191356894341695,0.0603369346273576,0.0913752060062259,0.0500824024903863,0.0854239150338765,0.0944881889763779,0.048983702618568,0.0888115729719831,2
256,0,77,2,3,1,38.7516213639878,-9.095951317751307,1,18,2,1840,0.2032927160960976,1,5193,211,672,1003,623,1006,1050,594,1055,0.45524677829403,0.0184974138686771,0.0589111948803366,0.0879284649776453,0.054615586920312,0.088191461383361,0.092048742000526,0.0520732883317261,0.0924870693433856,2
257,1,49,1,4,2,38.725627509577976,-9.181663252229349,1,18,4,1841,0.1935566512560797,1,4848,161,698,1025,400,1150,1111,522,961,0.4457521147480691,0.0148032364840014,0.0641780066200809,0.0942442074292019,0.0367782272894446,0.1057374034571533,0.1021515262964325,0.0479955866127252,0.0883596910628907,2
264,0,58,2,3,1,38.76705008611007,-9.18773015659582,1,14,2,2059,0.1962877872038969,1,4797,194,526,995,456,996,1224,390,1024,0.4524617996604414,0.0182984342576872,0.0496132805131107,0.0938502169401999,0.043010752688172,0.0939445387662705,0.1154499151103565,0.0367855121675155,0.0965855498962459,2
266,0,42,3,3,1,38.75589588356203,-9.16192247260201,1,18,2,2071,0.1973743477502944,1,5029,197,820,976,542,1158,1143,394,967,0.4479779084268662,0.0175485480135399,0.0730447176198111,0.0869410297523606,0.0482807767682166,0.1031533939070016,0.1018172100481026,0.0350970960270799,0.0861393194370212,2
268,0,39,3,5,4,38.749650078171385,-9.18085486765593,1,21,4,1892,0.186258167616777,1,5132,215,619,946,448,1137,1104,540,972,0.4618014937460631,0.0193467110591199,0.0557005309097453,0.0851255286601277,0.0403131467650499,0.1023126068568343,0.0993431116710159,0.0485917394043012,0.0874651309277422,2
277,1,64,2,0,1,38.77710220558817,-9.09862989001063,1,17,3,1873,0.2008265027221696,1,5120,193,559,991,313,1196,1010,581,1051,0.4648629017613946,0.0175231523515525,0.0507535863446522,0.0899763936807699,0.0284183766115852,0.1085890684583257,0.0917014708552751,0.0527510441256582,0.0954240058107862,2
293,1,39,1,2,2,38.78310966928522,-9.102368660174156,1,17,3,2170,0.2140649225196483,1,4998,218,555,890,578,1236,994,491,1020,0.4551912568306011,0.0198542805100182,0.0505464480874316,0.0810564663023679,0.0526411657559198,0.1125683060109289,0.0905282331511839,0.0447176684881602,0.0928961748633879,2
297,1,56,1,2,3,38.74849380994132,-9.187203742657085,1,19,3,1748,0.2084535836847117,1,5211,154,726,869,500,899,1138,413,1069,0.4746333910192185,0.0140267783951179,0.066126241005556,0.0791511066581655,0.0455414882958375,0.0818835959559158,0.1036524273613261,0.0376172693323617,0.0973677019765005,2
301,0,29,2,1,1,38.75980875081158,-9.09134898751642,1,17,3,2044,0.1984894858350681,1,5020,183,561,762,498,1328,1250,404,970,0.4573615160349854,0.0166727405247813,0.0511115160349854,0.0694241982507288,0.045371720116618,0.1209912536443148,0.1138848396501457,0.0368075801749271,0.0883746355685131,2
306,1,70,2,2,1,38.719800977864736,-9.138738497041569,1,23,3,2084,0.2125689557387193,1,5098,164,707,1002,459,1011,1236,571,953,0.4551379341130256,0.0146415498616194,0.0631193643424694,0.0894562985447727,0.0409784840639228,0.0902597982323006,0.1103472904204981,0.0509775912864922,0.0850816891348986,2
312,1,39,1,5,3,38.72955665672529,-9.16691152036571,1,14,4,2197,0.191752799765568,1,4870,190,684,942,460,1239,1247,486,954,0.4398482658959537,0.0171604046242774,0.0617774566473988,0.0850794797687861,0.0415462427745664,0.111903901734104,0.1126264450867052,0.0438945086705202,0.0861632947976878,2
317,1,35,1,3,1,38.767684954665846,-9.178538912715846,1,18,3,2173,0.1950874793961767,1,4842,192,799,880,595,1097,1244,795,1043,0.4215199791068164,0.0167145468790807,0.069556890397841,0.0766083398624532,0.0517976843388178,0.0954992600330808,0.108296334987377,0.0692086706711935,0.0907982937233394,2
319,1,73,2,4,3,38.75408878489203,-9.153799009688498,1,11,3,1980,0.1915124372587112,1,4494,203,669,994,780,1092,1082,586,1183,0.4054858792745646,0.0183163403410628,0.0603627176757195,0.0896869078769286,0.0703780564829017,0.0985292790760624,0.0976269963006406,0.0528737706397184,0.1067400523324009,2
324,1,68,2,2,2,38.72063608766487,-9.199771333184549,1,20,3,1919,0.1989164218585064,1,4966,203,586,929,507,1147,1118,553,1040,0.4494524391347633,0.0183727034120734,0.0530364738890397,0.0840800072404742,0.0458865055661145,0.1038102995746221,0.1011856276586116,0.050049778260476,0.0941261652638247,2
326,0,47,2,3,2,38.72578066562732,-9.16104444106977,1,20,3,1908,0.2006422802628397,1,5165,184,649,1077,627,1183,1190,352,1005,0.4518019594121763,0.0160951714485654,0.0567704688593422,0.0942092372288313,0.0548460461861441,0.103481455563331,0.1040937718684394,0.0307907627711686,0.0879111266620014,2
327,1,54,2,0,4,38.75530499954361,-9.19075872818464,1,22,2,2086,0.2003433444718541,1,5100,187,577,817,308,1044,1065,516,1175,0.4727036796737418,0.0173324682547038,0.0534803967003429,0.0757252757438131,0.0285475947724534,0.0967652238390953,0.098711650755399,0.0478264899434609,0.1089072203169895,2
351,1,46,2,5,2,38.76168806458498,-9.16659792617139,1,23,3,2131,0.1963022341194104,1,4610,215,511,890,485,1188,1117,604,1002,0.4340048954999058,0.0202410092261344,0.0481077009979288,0.0837883637733006,0.0456599510450009,0.1118433440030126,0.1051591037469403,0.0568631142910939,0.0943325174166823,2
358,1,56,1,3,0,38.73283619618229,-9.141995972602828,1,12,2,2019,0.2093302190433954,1,4623,166,628,1067,425,1084,1077,560,1050,0.4328651685393258,0.0155430711610486,0.0588014981273408,0.0999063670411985,0.0397940074906367,0.1014981273408239,0.1008426966292134,0.0524344569288389,0.098314606741573,2
361,0,74,1,4,4,38.779201779027325,-9.169932702888952,1,15,3,2063,0.192172001275541,1,4904,204,359,818,488,1122,924,408,976,0.4806429481525042,0.0199941193766539,0.0351857296873468,0.0801724982848181,0.0478290698814074,0.1099676565715965,0.0905615995295501,0.0399882387533078,0.0956581397628148,2
363,1,36,2,3,3,38.7599252624841,-9.166793596275312,1,22,3,2024,0.1947561852021164,1,4871,148,420,996,426,1082,999,500,843,0.4736023334953816,0.0143898881866796,0.0408361691784151,0.0968400583373845,0.0414195430238211,0.1052017501215362,0.0971317452600875,0.0486144871171609,0.0819640252795333,2
365,0,34,1,3,4,38.75508923996728,-9.149918448156514,1,18,4,2053,0.1969805311618168,1,5030,173,629,973,510,1089,1143,384,1050,0.4580639286039523,0.0157544850195792,0.0572807576723431,0.0886075949367088,0.0464438575721701,0.0991712958746926,0.1040888807940988,0.0349694927602222,0.0956197067662325,2
392,0,31,3,5,3,38.74363279252036,-9.189639321713685,1,17,3,2190,0.204344656070008,1,5055,190,790,918,634,1073,1106,579,1049,0.4436545550289626,0.0166754432157275,0.069334737581183,0.0805687203791469,0.0556433210461646,0.0941723714235562,0.0970686326136563,0.0508162190626645,0.092065999648938,2
393,0,57,2,4,1,38.740031711198455,-9.157481631359792,1,18,3,1911,0.1975804417299752,1,4951,208,657,1065,373,1155,1143,510,1009,0.4472044079125644,0.0187878240448017,0.0593442326799747,0.0961972721524704,0.0336916267726492,0.1043266190949327,0.103242706169271,0.0460662993406196,0.0911390118327161,2
396,1,74,1,4,0,38.72337188312314,-9.149489084789698,1,11,3,2095,0.2030849719015943,1,4978,178,573,921,460,905,1180,442,936,0.4708219048519814,0.0168353352879977,0.0541946467417005,0.0871086730350893,0.0435070462498817,0.085595384469876,0.1116050316844793,0.0418045966140168,0.0885273810649768,2
401,0,56,1,2,1,38.73906069691608,-9.173770593510254,1,17,3,1967,0.1936337566986884,1,4486,199,357,1009,603,1214,958,410,1058,0.4357878375752865,0.0193316495045657,0.0346803963473868,0.0980182630658636,0.058577812317855,0.1179327763745871,0.0930639207305226,0.039829026617447,0.1027783174664853,2
403,0,44,2,5,2,38.747664463096775,-9.098823498677744,1,17,2,2040,0.2045934091971453,1,4983,201,714,832,577,1045,1050,584,1011,0.4531235791579521,0.0182777121033009,0.0649267982176957,0.0756569973629171,0.0524688551423115,0.0950259161589524,0.0954805856142584,0.0531053923797399,0.0919341638628716,2
404,0,34,1,3,0,38.74490091680441,-9.168312451149465,1,20,2,1888,0.2008464872153574,1,5234,194,634,1061,571,1072,1116,531,1005,0.4583990190926607,0.0169907164126817,0.0555263618847433,0.0929234541951305,0.0500087581012436,0.093886845331932,0.0977404098791382,0.0465055176037835,0.0880189174986862,2
416,0,39,2,7,4,38.749115499140615,-9.13766049835189,1,17,3,1858,0.1989694350476661,1,5306,201,539,893,539,1086,1111,572,1002,0.4716863721219664,0.017868254955996,0.0479153702551337,0.0793848342074851,0.0479153702551337,0.0965419148368744,0.0987643346075206,0.0508489643523868,0.0890745844075028,2
418,0,73,3,3,1,38.74362031815662,-9.205943587368274,1,23,3,1934,0.2018094745527159,1,5246,206,645,1057,470,928,1168,464,1051,0.4669336893635959,0.0183355585224744,0.0574098798397863,0.0940809968847352,0.0418335558522474,0.0825990209167779,0.103960836671117,0.0412995104583889,0.0935469514908767,2
421,0,37,1,1,1,38.76122682568933,-9.173417482371947,1,14,3,2026,0.2071497791083867,1,4807,196,517,780,490,1104,1346,621,988,0.4430823117338003,0.0180661812148585,0.0476541616738869,0.0718960272836206,0.0451654530371462,0.1017605309245091,0.1240667342612222,0.0572402986450364,0.0910683012259194,2
426,0,57,1,1,3,38.75787509811117,-9.15825464653408,1,15,3,2019,0.2068631560855537,1,4860,232,652,1041,325,1121,1118,335,1035,0.4534005037783375,0.0216438100569082,0.0608265696426905,0.0971172684019031,0.0303199925366172,0.1045806511801474,0.1043007743259632,0.0312529153838977,0.0965575146935348,2
431,0,58,2,2,3,38.78327237896624,-9.112831991641537,1,13,3,2066,0.2034372215159652,1,5016,194,641,1126,431,1075,996,470,1134,0.4525850401515835,0.0175042858431832,0.0578363259045384,0.1015970405124966,0.0388883876206803,0.0969953983578453,0.0898673644320129,0.0424072904448254,0.102318866732834,2
436,1,56,1,1,2,38.760758880132,-9.16525722468857,1,15,3,2168,0.2089661594793851,1,5184,138,530,1021,572,1070,979,619,1050,0.4643912926632625,0.0123622682074711,0.0474782764489832,0.0914628684045507,0.0512407059034309,0.0958523694347397,0.087700438950103,0.0554510436262653,0.0940607363611932,2
439,1,65,3,3,2,38.75583162978936,-9.10848850743186,1,16,3,1932,0.2043422425484287,1,4988,203,484,924,607,1218,1095,534,1032,0.449977447000451,0.0183130356337392,0.0436626071267478,0.0833558863328822,0.0547586829048263,0.1098782138024357,0.0987821380243572,0.0481732070365358,0.0930987821380243,2
446,1,69,3,5,1,38.75890834997588,-9.165532256169872,1,16,3,2104,0.1909628997838564,1,5217,191,400,946,495,944,1115,439,1171,0.4778347682725773,0.0174940465286682,0.0366367466568968,0.086645905843561,0.0453379739879098,0.0864627221102766,0.1021249313061,0.0402088294559443,0.1072540758380655,2
450,0,79,3,6,3,38.74281797318071,-9.150568764379148,1,21,2,2232,0.2011024032119726,1,4859,188,714,887,583,959,1137,649,1026,0.4416469732775859,0.0170878022177785,0.0648972914015633,0.0806217051445191,0.0529903653881112,0.0871659698236684,0.1033448463915651,0.0589892746773313,0.0932557716778767,2
461,0,35,2,2,2,38.7528300621706,-9.17533347164219,1,16,3,2020,0.1956945240275736,1,4658,233,567,913,498,1233,1048,424,891,0.4451027233635929,0.0222646918299092,0.0541806020066889,0.0872431915910176,0.0475871954132823,0.1178213091256569,0.1001433349259436,0.040516005733397,0.0851409460105112,2
466,1,61,1,2,3,38.766971423779786,-9.15467230484912,1,18,3,1994,0.1977644608250637,1,5162,200,589,851,290,1077,1263,328,909,0.483831661823976,0.0187458993345205,0.055206673540163,0.079763801668385,0.0271815540350548,0.1009466679163932,0.1183803542974974,0.0307432749086137,0.085200112475396,2
486,0,83,1,4,1,38.778770407021305,-9.175155326105996,1,11,3,2060,0.2100960410963507,1,5040,201,516,831,467,1050,997,394,899,0.4848484848484848,0.0193362193362193,0.0496392496392496,0.0799422799422799,0.0449254449254449,0.101010101010101,0.0959114959114959,0.0379028379028379,0.0864838864838864,2
490,0,41,3,0,0,38.76431283827748,-9.185652071261416,1,9,2,2036,0.2004884846174653,1,5142,208,576,878,584,1235,1215,436,1165,0.4495148177288224,0.018183407640528,0.050354051927616,0.076754961097998,0.051053413759944,0.1079639828656351,0.1062155782848151,0.038115219861876,0.1018445668327651,2
498,0,59,3,5,3,38.77304426921719,-9.15011562263044,1,18,3,1904,0.1965920500002074,1,5256,197,599,746,380,1237,1093,436,976,0.4813186813186813,0.018040293040293,0.0548534798534798,0.0683150183150183,0.0347985347985348,0.1132783882783882,0.1000915750915751,0.0399267399267399,0.0893772893772893,2
503,1,83,2,5,4,38.74071795750855,-9.18118787266925,1,19,3,2162,0.186089541448266,1,5192,237,750,1010,359,1201,1020,483,1011,0.4609784249311906,0.0210423510609961,0.0665897185474562,0.0896741543105744,0.0318742786113824,0.1066323359673266,0.0905620172245405,0.0428837787445618,0.089762940601971,2
507,0,59,2,7,1,38.73908832784121,-9.20832570576094,1,15,4,1746,0.1993902976655161,1,5048,199,736,830,335,1045,1024,489,1063,0.4687529018478967,0.0184789674064444,0.0683443216640356,0.0770730801374315,0.0311078094530597,0.0970377936670071,0.0950877518803974,0.0454081158881976,0.0987092580555297,2
514,1,55,1,4,1,38.75063563936455,-9.153525926888609,1,21,3,2025,0.1989895304973973,1,5191,214,743,995,421,1119,1068,581,958,0.4597874224977856,0.0189548272807794,0.0658104517271922,0.0881310894596988,0.037289636846767,0.0991142604074402,0.0945969884853853,0.0514614703277236,0.0848538529672276,2
521,1,65,2,1,0,38.75397870453399,-9.135239476100738,1,16,3,1911,0.1932839722372444,1,4838,198,486,759,565,969,1240,358,883,0.4698912198912199,0.0192307692307692,0.0472027972027972,0.0737179487179487,0.0548756798756798,0.0941142191142191,0.1204351204351204,0.0347707847707847,0.0857614607614607,2
526,1,40,3,3,1,38.75436812570896,-9.159538958014137,1,14,3,1840,0.2016703127693132,1,5303,215,648,911,559,1228,1049,392,1110,0.4645641699518177,0.0188348664038545,0.0567674113009198,0.0798072711344721,0.0489706526500219,0.1075777485764345,0.0918966272448532,0.034340779675865,0.0972404730617608,2
543,0,36,2,4,1,38.75148030720221,-9.181947774010196,1,21,3,1864,0.207653799231344,1,5032,178,555,841,467,1298,1018,578,892,0.4633944193756331,0.0163919329588359,0.0511096786076065,0.0774472787549498,0.0430058016391933,0.1195321852840961,0.0937471222027811,0.0532277373607146,0.0821438438161893,2
545,1,62,3,4,0,38.76381959988633,-9.157862714054191,1,23,2,2093,0.2013068025436471,1,5345,194,549,1057,513,978,1171,618,896,0.472131437152195,0.0171362953802667,0.0484939492977652,0.093366310396608,0.0453140181962724,0.0863881282572211,0.1034360922180019,0.054588817242293,0.0791449518593763,2
550,0,69,2,2,2,38.76562406430256,-9.162137557770142,1,18,3,1956,0.1973382126062703,1,5246,165,482,826,641,1355,1122,525,920,0.464988477220351,0.0146250664775748,0.0427229214678248,0.0732139691544052,0.0568161673462152,0.1201028186491756,0.0994504520475093,0.0465343024286474,0.0815458252082964,2
551,0,36,1,1,2,38.7480294987984,-9.09862989001063,1,13,3,2143,0.1965657939326786,1,5065,226,739,848,531,1186,1045,497,1159,0.4483888101983003,0.0200070821529745,0.065421388101983,0.075070821529745,0.0470077903682719,0.1049929178470255,0.0925106232294617,0.0439978753541076,0.1026026912181303,2
554,1,55,1,2,2,38.73899483614675,-9.180982047589636,1,15,3,1852,0.1931908094180971,1,4813,226,561,896,510,1197,1069,582,1054,0.4412357902456912,0.0207187385405207,0.0514301430143014,0.0821415474880821,0.0467546754675467,0.1097359735973597,0.098001466813348,0.0533553355335533,0.0966263292995966,2
555,1,79,2,3,2,38.75795410385962,-9.182962985415594,1,11,3,2031,0.2042861906535181,1,4760,208,737,923,442,1180,1127,488,1057,0.4358176158212781,0.019044131111518,0.0674784837941769,0.0845083318073613,0.0404687786119758,0.1080388207288042,0.1031862296282732,0.0446804614539461,0.0967771470426661,2
